set	gene	cell_group	detect_frac	mean_count	target_group	is_target	target_detect	near_floor
Hypoxia	Vegfa	tumor	0.213379507585752	0.395972932370156	stroma	FALSE	0.105261195652849	FALSE
STING	Cxcl10	Endothelial	0.143927196359818	0.336506825341267	immune	FALSE	0.183340898774399	FALSE
STING	Cxcl10	all	0.133737267034528	0.323424957494057	immune	FALSE	0.183340898774399	FALSE
STING	Cxcl10	immune	0.183340898774399	0.457875624148888	immune	TRUE	0.183340898774399	FALSE
STING	Cxcl10	stroma	0.0786724910366426	0.138740966737711	immune	FALSE	0.183340898774399	FALSE
STING	Cxcl10	tumor	0.159415016734577	0.414955196257239	immune	FALSE	0.183340898774399	FALSE
STING	Irf3	Endothelial	0.0284914245712286	0.0334616730836542	immune	FALSE	0.0358147980027236	TRUE
STING	Irf3	all	0.0411553874481767	0.0496509845937731	immune	FALSE	0.0358147980027236	TRUE
STING	Irf3	immune	0.0358147980027236	0.0417476168860645	immune	TRUE	0.0358147980027236	TRUE
STING	Irf3	stroma	0.0147601797021121	0.0171897621991761	immune	FALSE	0.0358147980027236	TRUE
STING	Irf3	tumor	0.0583983267730921	0.0710829128855856	immune	FALSE	0.0358147980027236	TRUE
Stromal_stress_senescence	Bcl2l1	Endothelial	0.0691984599229962	0.0983199159957998	stroma	FALSE	0.0441662058123567	TRUE
Stromal_stress_senescence	Bcl2l1	all	0.0908115334010905	0.136328699436423	stroma	FALSE	0.0441662058123567	TRUE
Stromal_stress_senescence	Bcl2l1	immune	0.109133000453926	0.16630049931911	stroma	FALSE	0.0441662058123567	TRUE
Stromal_stress_senescence	Bcl2l1	stroma	0.0441662058123567	0.0638203475980688	stroma	TRUE	0.0441662058123567	TRUE
Stromal_stress_senescence	Bcl2l1	tumor	0.116578192511863	0.176129593547092	stroma	FALSE	0.0441662058123567	TRUE
Stromal_stress_senescence	Ccl2	Endothelial	0.083689184459223	0.128526426321316	stroma	FALSE	0.0625577103515127	FALSE
Stromal_stress_senescence	Ccl2	all	0.086135342019614	0.142586847394524	stroma	FALSE	0.0625577103515127	FALSE
Stromal_stress_senescence	Ccl2	immune	0.19187471629596	0.399695869269178	stroma	FALSE	0.0625577103515127	FALSE
Stromal_stress_senescence	Ccl2	stroma	0.0625577103515127	0.102719765368197	stroma	TRUE	0.0625577103515127	FALSE
Stromal_stress_senescence	Ccl2	tumor	0.0828105781294351	0.123693560707168	stroma	FALSE	0.0625577103515127	FALSE
Stromal_stress_senescence	Cdkn1a	Endothelial	0.180574028701435	0.300315015750788	stroma	FALSE	0.0899952154001976	FALSE
Stromal_stress_senescence	Cdkn1a	all	0.113579578910515	0.170457326527795	stroma	FALSE	0.0899952154001976	FALSE
