readout_class	unit	feature	contrast	effect	effect_type	ci_low	ci_high	se	stat	pvalue	padj_own	hypothesis	tier	n_per_arm	dataset	padj_confirmatory	padj_exploratory	mde	mde_scale	abs_effect_lt_mde	clears_mde	trend_call	n_panel	n_set_total	panel_cov_frac	detection_padj	level_padj	mean_among_expr_max	call_class	interpretable	dose_confounded	independent
DE	Endothelial	Psap	SBRT_vs_Ctrl	-0.0799257728813307	log2FC	-0.448381925391087	0.288530379628426	0.187987832913141	-0.70573723004542	0.480351563787991	0.777790525241618		exploratory	12	Mutter_02		0.777790525241618	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.832277345527738	0.810139313452288	2.15	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Psca	SBRT_vs_Ctrl	0.142908494091659	log2FC	-0.256359558974943	0.542176547158261	0.203708190340103	1.15844249800343	0.246683504716688	0.603288156612833		exploratory	12	Mutter_02		0.603288156612833	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.565002845531738	0.646398440785061	1.31	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Psd3	SBRT_vs_Ctrl	0.031209132141567	log2FC	-0.306507130446538	0.368925394729672	0.172304215606176	0.274283557580165	0.78386671931475	0.916542653262239		exploratory	12	Mutter_02		0.916542653262239	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.936842542160371	0.78119673861005	1.32	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ptgds	SBRT_vs_Ctrl	-0.0336134421836148	log2FC	-0.419062357249023	0.351835472881793	0.196657609727249	-0.336646071496028	0.736383721281585	0.89696288114815		exploratory	12	Mutter_02		0.89696288114815	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.851830355672549	0.804904437908995	1.17	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ptger4	SBRT_vs_Ctrl	-0.197565882868601	log2FC	-0.588129053800005	0.192997288062803	0.199266923944594	-1.50646629918246	0.131947512163409	0.437164606655742		exploratory	12	Mutter_02		0.437164606655742	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.516305948600697	0.635658279025189	1.31	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ptges	SBRT_vs_Ctrl	0.158036570896669	log2FC	-0.343592385837087	0.659665527630425	0.255933141190692	1.4353220691407	0.151195341742769	0.473180544717549		exploratory	12	Mutter_02		0.473180544717549	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.628165589060647	0.985559485683651	1.18	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ptges2	SBRT_vs_Ctrl	0.0629439589776713	log2FC	-0.341315463280758	0.467203381236101	0.206254807274709	0.62862732266869	0.529593068435613	0.812903831875152		exploratory	12	Mutter_02		0.812903831875152	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.835428703397074	0.53987466563381	1.18	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ptges3	SBRT_vs_Ctrl	0.116177206338179	log2FC	-0.164394144011656	0.396748556688014	0.143148648137671	1.03302987547061	0.301589917836842	0.652183797444885		exploratory	12	Mutter_02		0.652183797444885	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.487255242374694	0.911771566791114	1.46	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ptgs1	SBRT_vs_Ctrl	0.163786958323681	log2FC	-0.247145952039145	0.574719868686507	0.209659648144299	1.2891578249411	0.197343223923964	0.552305346982743		exploratory	12	Mutter_02		0.552305346982743	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.738248360772997	0.498997960127316	1.44	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ptk6	SBRT_vs_Ctrl	-0.146239174503363	log2FC	-0.474299126046967	0.181820777040241	0.167377526297757	-1.20979767705374	0.226356537814739	0.570192682974562		exploratory	12	Mutter_02		0.570192682974562	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.592923904752572	0.915457754225929	1.28	ambiguous	TRUE	FALSE	TRUE
