sample_id	cell_type	pathway_name	pathway_source	tier	score_type	mean	sd	median	n_cells	condition	timepoint_h	dataset	slide_id	n_set_genes	n_panel_genes	panel_coverage_frac
sam0018	ILC	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.492182398122729	0.0269045791573821	0.49185737094199	303	Control	48	Mutter_02	sld0007	203	20	0.0985
sam0019	ILC	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.493337416491002	0.0308908200753105	0.491577967003725	358	MBRT_day2	48	Mutter_02	sld0007	203	20	0.0985
sam0020	ILC	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.489625940849996	0.0273689520308613	0.487174028738691	574	SBRT_day2	48	Mutter_02	sld0007	203	20	0.0985
sam0021	ILC	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.492875119035807	0.0253362187457176	0.490154337413518	413	Control	48	Mutter_02	sld0008	203	20	0.0985
sam0022	ILC	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.491675899551138	0.0260605125948941	0.490500266098989	721	MBRT_day2	48	Mutter_02	sld0008	203	20	0.0985
sam0023	ILC	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.490994676106467	0.0271400234957802	0.488983501862693	3059	SBRT_day2	48	Mutter_02	sld0008	203	20	0.0985
sam0012	ILC	STING	project	primary	AMS	0.153707778736102	1.05925220864019	-0.304717727729046	2841	Control	48	Mutter_02	sld0005	3	2	0.6667
sam0013	ILC	STING	project	primary	AMS	0.0534801342748137	0.995683056593663	-0.342787367244181	2962	MBRT_day2	48	Mutter_02	sld0005	3	2	0.6667
sam0014	ILC	STING	project	primary	AMS	-0.127464873916219	0.876416362926429	-0.385701745718566	2800	SBRT_day2	48	Mutter_02	sld0005	3	2	0.6667
sam0015	ILC	STING	project	primary	AMS	-0.0347516268327454	0.878528907929241	-0.302441007440891	3088	Control	48	Mutter_02	sld0006	3	2	0.6667
sam0016	ILC	STING	project	primary	AMS	0.145766807223425	1.04498484880021	-0.273253864515153	1821	MBRT_day2	48	Mutter_02	sld0006	3	2	0.6667
sam0017	ILC	STING	project	primary	AMS	-0.211997629328009	0.669555373054344	-0.335763196592895	267	SBRT_day2	48	Mutter_02	sld0006	3	2	0.6667
sam0018	ILC	STING	project	primary	AMS	-0.177430671323488	0.834292781693667	-0.382812808796173	303	Control	48	Mutter_02	sld0007	3	2	0.6667
sam0019	ILC	STING	project	primary	AMS	-0.206674389667698	0.843165391975855	-0.42201545288976	358	MBRT_day2	48	Mutter_02	sld0007	3	2	0.6667
sam0020	ILC	STING	project	primary	AMS	-0.166000258938756	0.85798086600772	-0.412040802658329	574	SBRT_day2	48	Mutter_02	sld0007	3	2	0.6667
sam0021	ILC	STING	project	primary	AMS	-0.123390118954719	0.83698063723673	-0.35947124499587	413	Control	48	Mutter_02	sld0008	3	2	0.6667
sam0022	ILC	STING	project	primary	AMS	-0.0826872772507292	0.917790578013098	-0.378182405113369	721	MBRT_day2	48	Mutter_02	sld0008	3	2	0.6667
sam0023	ILC	STING	project	primary	AMS	-0.0468273996975885	0.971450127751062	-0.379801946135305	3059	SBRT_day2	48	Mutter_02	sld0008	3	2	0.6667
sam0012	ILC	STING	project	primary	UCell	0.531746712096779	0.122481593362551	0.471270426989984	2841	Control	48	Mutter_02	sld0005	3	2	0.6667
sam0013	ILC	STING	project	primary	UCell	0.520919344912558	0.117031339730188	0.467580390089615	2962	MBRT_day2	48	Mutter_02	sld0005	3	2	0.6667
sam0014	ILC	STING	project	primary	UCell	0.500830634836961	0.09912644471183	0.466526093832367	2800	SBRT_day2	48	Mutter_02	sld0005	3	2	0.6667
sam0015	ILC	STING	project	primary	UCell	0.503789816071737	0.0940266134376635	0.471270426989984	3088	Control	48	Mutter_02	sld0006	3	2	0.6667
sam0016	ILC	STING	project	primary	UCell	0.526234086770146	0.116994482810174	0.471797575118608	1821	MBRT_day2	48	Mutter_02	sld0006	3	2	0.6667
sam0017	ILC	STING	project	primary	UCell	0.484788716265975	0.0695251506163593	0.471270426989984	267	SBRT_day2	48	Mutter_02	sld0006	3	2	0.6667
sam0018	ILC	STING	project	primary	UCell	0.495469657666874	0.0953587635231835	0.465471797575119	303	Control	48	Mutter_02	sld0007	3	2	0.6667
sam0019	ILC	STING	project	primary	UCell	0.48892915305849	0.0955584996608421	0.463363205060622	358	MBRT_day2	48	Mutter_02	sld0007	3	2	0.6667
sam0020	ILC	STING	project	primary	UCell	0.496917928362957	0.0982680212631463	0.464944649446495	574	SBRT_day2	48	Mutter_02	sld0007	3	2	0.6667
sam0021	ILC	STING	project	primary	UCell	0.497325967725261	0.0923234365406097	0.467053241960991	413	Control	48	Mutter_02	sld0008	3	2	0.6667
sam0022	ILC	STING	project	primary	UCell	0.504694250429724	0.103333807212379	0.466526093832367	721	MBRT_day2	48	Mutter_02	sld0008	3	2	0.6667
sam0023	ILC	STING	project	primary	UCell	0.510216575336257	0.111441813101954	0.465998945703743	3059	SBRT_day2	48	Mutter_02	sld0008	3	2	0.6667
sam0012	ILC	TypeII_interferon	project	primary	AMS	0.59384848434068	0.87041824541715	0.550659870877682	2841	Control	48	Mutter_02	sld0005	17	8	0.4706
sam0013	ILC	TypeII_interferon	project	primary	AMS	0.405700147078012	0.842624410751011	0.3156890660341	2962	MBRT_day2	48	Mutter_02	sld0005	17	8	0.4706
sam0014	ILC	TypeII_interferon	project	primary	AMS	-0.0979370354824595	0.809775080306322	-0.299138375457397	2800	SBRT_day2	48	Mutter_02	sld0005	17	8	0.4706
sam0015	ILC	TypeII_interferon	project	primary	AMS	0.558176834039474	0.859883815721109	0.482268149803195	3088	Control	48	Mutter_02	sld0006	17	8	0.4706
sam0016	ILC	TypeII_interferon	project	primary	AMS	0.483710349276318	0.884491981306658	0.376443128283066	1821	MBRT_day2	48	Mutter_02	sld0006	17	8	0.4706
sam0017	ILC	TypeII_interferon	project	primary	AMS	-0.149459073308661	0.797735104227786	-0.377714439582861	267	SBRT_day2	48	Mutter_02	sld0006	17	8	0.4706
sam0018	ILC	TypeII_interferon	project	primary	AMS	-0.277039660947471	0.720023222674287	-0.426083928093605	303	Control	48	Mutter_02	sld0007	17	8	0.4706
sam0019	ILC	TypeII_interferon	project	primary	AMS	-0.263091870144682	0.788667389762758	-0.474094233663915	358	MBRT_day2	48	Mutter_02	sld0007	17	8	0.4706
sam0020	ILC	TypeII_interferon	project	primary	AMS	-0.153531890614113	0.784620004280315	-0.321922103863412	574	SBRT_day2	48	Mutter_02	sld0007	17	8	0.4706
sam0021	ILC	TypeII_interferon	project	primary	AMS	-0.157626820300553	0.696571489109735	-0.299394934418754	413	Control	48	Mutter_02	sld0008	17	8	0.4706
sam0022	ILC	TypeII_interferon	project	primary	AMS	-0.0451001161313883	0.78703390903453	-0.176609268945067	721	MBRT_day2	48	Mutter_02	sld0008	17	8	0.4706
sam0023	ILC	TypeII_interferon	project	primary	AMS	-0.0844380665958324	0.831269745410464	-0.253744056975711	3059	SBRT_day2	48	Mutter_02	sld0008	17	8	0.4706
sam0012	ILC	TypeII_interferon	project	primary	UCell	0.631375235442492	0.102405233867821	0.624603384452671	2841	Control	48	Mutter_02	sld0005	17	8	0.4706
sam0013	ILC	TypeII_interferon	project	primary	UCell	0.607155580951169	0.0968283189273913	0.597567424643046	2962	MBRT_day2	48	Mutter_02	sld0005	17	8	0.4706
sam0014	ILC	TypeII_interferon	project	primary	UCell	0.545761171337917	0.0854891522348649	0.528589370703332	2800	SBRT_day2	48	Mutter_02	sld0005	17	8	0.4706
sam0015	ILC	TypeII_interferon	project	primary	UCell	0.601599147550574	0.0927878080760258	0.595947911158117	3088	Control	48	Mutter_02	sld0006	17	8	0.4706
sam0016	ILC	TypeII_interferon	project	primary	UCell	0.608804865150715	0.100007620655862	0.595914859862507	1821	MBRT_day2	48	Mutter_02	sld0006	17	8	0.4706
sam0017	ILC	TypeII_interferon	project	primary	UCell	0.526922322770783	0.0757374472382792	0.492794817556848	267	SBRT_day2	48	Mutter_02	sld0006	17	8	0.4706
sam0018	ILC	TypeII_interferon	project	primary	UCell	0.527886130760088	0.0763200989787747	0.515666314119514	303	Control	48	Mutter_02	sld0007	17	8	0.4706
sam0019	ILC	TypeII_interferon	project	primary	UCell	0.526140251234162	0.0815594531102882	0.504296668429403	358	MBRT_day2	48	Mutter_02	sld0007	17	8	0.4706
sam0020	ILC	TypeII_interferon	project	primary	UCell	0.534303214198192	0.0784798910174879	0.521979111581174	574	SBRT_day2	48	Mutter_02	sld0007	17	8	0.4706
sam0021	ILC	TypeII_interferon	project	primary	UCell	0.531156568068703	0.0703918713607561	0.521879957694342	413	Control	48	Mutter_02	sld0008	17	8	0.4706
sam0022	ILC	TypeII_interferon	project	primary	UCell	0.547494390906337	0.0847381806703521	0.532059756742464	721	MBRT_day2	48	Mutter_02	sld0008	17	8	0.4706
sam0023	ILC	TypeII_interferon	project	primary	UCell	0.55292284956753	0.0895934858876229	0.533447911158117	3059	SBRT_day2	48	Mutter_02	sld0008	17	8	0.4706
sam0012	ILC	TypeI_interferon	project	primary	AMS	-0.125839611231775	0.653803582204545	-0.217810524266258	2841	Control	48	Mutter_02	sld0005	19	7	0.3684
sam0013	ILC	TypeI_interferon	project	primary	AMS	-0.126099799978926	0.654412990165245	-0.206824657484847	2962	MBRT_day2	48	Mutter_02	sld0005	19	7	0.3684
sam0014	ILC	TypeI_interferon	project	primary	AMS	-0.364607816529927	0.545355809938719	-0.46364742224038	2800	SBRT_day2	48	Mutter_02	sld0005	19	7	0.3684
sam0015	ILC	TypeI_interferon	project	primary	AMS	-0.301070010995957	0.568729632418287	-0.446388646573954	3088	Control	48	Mutter_02	sld0006	19	7	0.3684
sam0016	ILC	TypeI_interferon	project	primary	AMS	-0.148044181300047	0.637886714534169	-0.240768204968807	1821	MBRT_day2	48	Mutter_02	sld0006	19	7	0.3684
sam0017	ILC	TypeI_interferon	project	primary	AMS	-0.351757981829777	0.517571283061962	-0.493245281539401	267	SBRT_day2	48	Mutter_02	sld0006	19	7	0.3684
sam0018	ILC	TypeI_interferon	project	primary	AMS	-0.204809557541413	0.586237536148891	-0.31946735957263	303	Control	48	Mutter_02	sld0007	19	7	0.3684
sam0019	ILC	TypeI_interferon	project	primary	AMS	-0.252869351314244	0.627766140814418	-0.366778580989269	358	MBRT_day2	48	Mutter_02	sld0007	19	7	0.3684
sam0020	ILC	TypeI_interferon	project	primary	AMS	-0.300817386298053	0.583889150441292	-0.417623342421438	574	SBRT_day2	48	Mutter_02	sld0007	19	7	0.3684
sam0021	ILC	TypeI_interferon	project	primary	AMS	-0.267360472770962	0.603768440253593	-0.404478399112586	413	Control	48	Mutter_02	sld0008	19	7	0.3684
sam0022	ILC	TypeI_interferon	project	primary	AMS	-0.273348100610391	0.563925807227182	-0.377899435802517	721	MBRT_day2	48	Mutter_02	sld0008	19	7	0.3684
sam0023	ILC	TypeI_interferon	project	primary	AMS	-0.27675797369201	0.579504213394722	-0.355018425284209	3059	SBRT_day2	48	Mutter_02	sld0008	19	7	0.3684
sam0012	ILC	TypeI_interferon	project	primary	UCell	0.555238657612126	0.080476521127145	0.542207792207792	2841	Control	48	Mutter_02	sld0005	19	7	0.3684
sam0013	ILC	TypeI_interferon	project	primary	UCell	0.555802472106667	0.0818158265594756	0.540810933252794	2962	MBRT_day2	48	Mutter_02	sld0005	19	7	0.3684
sam0014	ILC	TypeI_interferon	project	primary	UCell	0.520823391724555	0.0629800794603404	0.514836907278768	2800	SBRT_day2	48	Mutter_02	sld0005	19	7	0.3684
sam0015	ILC	TypeI_interferon	project	primary	UCell	0.520967310644532	0.0623562217343457	0.506229235880399	3088	Control	48	Mutter_02	sld0006	19	7	0.3684
sam0016	ILC	TypeI_interferon	project	primary	UCell	0.548778629005441	0.0785734806306046	0.537450921171851	1821	MBRT_day2	48	Mutter_02	sld0006	19	7	0.3684
sam0017	ILC	TypeI_interferon	project	primary	UCell	0.512675374446997	0.0569648626272652	0.484672304439746	267	SBRT_day2	48	Mutter_02	sld0006	19	7	0.3684
sam0018	ILC	TypeI_interferon	project	primary	UCell	0.537600936173352	0.0703870287015683	0.53035336756267	303	Control	48	Mutter_02	sld0007	19	7	0.3684
sam0019	ILC	TypeI_interferon	project	primary	UCell	0.531134157514565	0.0736244040682397	0.52310480217457	358	MBRT_day2	48	Mutter_02	sld0007	19	7	0.3684
sam0020	ILC	TypeI_interferon	project	primary	UCell	0.523858414092188	0.0687642900478371	0.514836907278768	574	SBRT_day2	48	Mutter_02	sld0007	19	7	0.3684
sam0021	ILC	TypeI_interferon	project	primary	UCell	0.520536687818066	0.064930485762866	0.51087284808215	413	Control	48	Mutter_02	sld0008	19	7	0.3684
sam0022	ILC	TypeI_interferon	project	primary	UCell	0.526600798163227	0.0664063748593677	0.514421624886741	721	MBRT_day2	48	Mutter_02	sld0008	19	7	0.3684
sam0023	ILC	TypeI_interferon	project	primary	UCell	0.537359149057761	0.0707313393639378	0.528994261552401	3059	SBRT_day2	48	Mutter_02	sld0008	19	7	0.3684
sam0012	Macrophages	DNA_Damage_Repair	project	primary	AMS	0.0584120900727675	0.417187611861798	0.0256977154228832	24565	Control	48	Mutter_02	sld0005	18	10	0.5556
sam0013	Macrophages	DNA_Damage_Repair	project	primary	AMS	0.102491653434475	0.431673709692572	0.0729219844631742	42157	MBRT_day2	48	Mutter_02	sld0005	18	10	0.5556
sam0014	Macrophages	DNA_Damage_Repair	project	primary	AMS	-0.0228011112844523	0.393984957011549	-0.0886182425303392	23191	SBRT_day2	48	Mutter_02	sld0005	18	10	0.5556
sam0015	Macrophages	DNA_Damage_Repair	project	primary	AMS	0.109090124027535	0.424512983627728	0.0793000094861708	16899	Control	48	Mutter_02	sld0006	18	10	0.5556
sam0016	Macrophages	DNA_Damage_Repair	project	primary	AMS	0.056639521231138	0.408536651524185	0.0239763294169865	17550	MBRT_day2	48	Mutter_02	sld0006	18	10	0.5556
sam0017	Macrophages	DNA_Damage_Repair	project	primary	AMS	-0.0361958608870656	0.375754829350784	-0.118110674450736	4842	SBRT_day2	48	Mutter_02	sld0006	18	10	0.5556
sam0018	Macrophages	DNA_Damage_Repair	project	primary	AMS	0.197171481961248	0.474443667438316	0.163932762502459	3647	Control	48	Mutter_02	sld0007	18	10	0.5556
sam0019	Macrophages	DNA_Damage_Repair	project	primary	AMS	0.107300147535798	0.461564231632609	0.0771249144061226	4276	MBRT_day2	48	Mutter_02	sld0007	18	10	0.5556
sam0020	Macrophages	DNA_Damage_Repair	project	primary	AMS	-0.0765392027907751	0.384839106782074	-0.16201897315221	8048	SBRT_day2	48	Mutter_02	sld0007	18	10	0.5556
sam0021	Macrophages	DNA_Damage_Repair	project	primary	AMS	0.145298864608814	0.475970281607628	0.104610761470934	2610	Control	48	Mutter_02	sld0008	18	10	0.5556
sam0022	Macrophages	DNA_Damage_Repair	project	primary	AMS	0.132515840465312	0.443068188655324	0.0990812967248617	8722	MBRT_day2	48	Mutter_02	sld0008	18	10	0.5556
sam0023	Macrophages	DNA_Damage_Repair	project	primary	AMS	-0.0818037487548522	0.371749369865662	-0.162352382938657	26233	SBRT_day2	48	Mutter_02	sld0008	18	10	0.5556
sam0012	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.518387734833857	0.0479341913147462	0.515722604552673	24565	Control	48	Mutter_02	sld0005	18	10	0.5556
sam0013	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.524022495857423	0.0501744712579324	0.51921651667549	42157	MBRT_day2	48	Mutter_02	sld0005	18	10	0.5556
sam0014	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.508972744784555	0.0445862141694757	0.505082053996824	23191	SBRT_day2	48	Mutter_02	sld0005	18	10	0.5556
sam0015	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.521761678725824	0.0465024660946925	0.519057702488089	16899	Control	48	Mutter_02	sld0006	18	10	0.5556
sam0016	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.517315904494309	0.0460398699194346	0.51492853361567	17550	MBRT_day2	48	Mutter_02	sld0006	18	10	0.5556
sam0017	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.506200958220476	0.0416416453386132	0.500423504499735	4842	SBRT_day2	48	Mutter_02	sld0006	18	10	0.5556
sam0018	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.537468956768894	0.0553400240122596	0.52932768660667	3647	Control	48	Mutter_02	sld0007	18	10	0.5556
sam0019	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.528271512835128	0.0537180566862242	0.521651667548968	4276	MBRT_day2	48	Mutter_02	sld0007	18	10	0.5556
sam0020	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.504608834552243	0.0440978984531436	0.496823716251985	8048	SBRT_day2	48	Mutter_02	sld0007	18	10	0.5556
sam0021	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.530190475610967	0.0529489619603962	0.523028057173107	2610	Control	48	Mutter_02	sld0008	18	10	0.5556
sam0022	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.525903974166326	0.0492518550351043	0.520698782424563	8722	MBRT_day2	48	Mutter_02	sld0008	18	10	0.5556
sam0023	Macrophages	DNA_Damage_Repair	project	primary	UCell	0.502957924582564	0.0431082753413253	0.495288512440445	26233	SBRT_day2	48	Mutter_02	sld0008	18	10	0.5556
sam0012	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.00630361863574691	0.221498285940811	-0.00207440123056538	24565	Control	48	Mutter_02	sld0005	200	19	0.095
sam0013	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0194151357729651	0.235970074999463	0.00514526489541944	42157	MBRT_day2	48	Mutter_02	sld0005	200	19	0.095
sam0014	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0694396167762197	0.25454379020969	0.0481515607734113	23191	SBRT_day2	48	Mutter_02	sld0005	200	19	0.095
sam0015	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0465211930924534	0.237022355585941	0.0340075504119531	16899	Control	48	Mutter_02	sld0006	200	19	0.095
sam0016	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0283123272189001	0.223770800657282	0.0228583317669103	17550	MBRT_day2	48	Mutter_02	sld0006	200	19	0.095
sam0017	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0641096805712479	0.239540564447913	0.0495369299242153	4842	SBRT_day2	48	Mutter_02	sld0006	200	19	0.095
sam0018	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0656744108022934	0.264173727622272	0.0457187041011808	3647	Control	48	Mutter_02	sld0007	200	19	0.095
sam0019	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0707220398558798	0.282619939916605	0.0541470677762372	4276	MBRT_day2	48	Mutter_02	sld0007	200	19	0.095
sam0020	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0664754475563924	0.262368589621169	0.0463652780249724	8048	SBRT_day2	48	Mutter_02	sld0007	200	19	0.095
sam0021	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.00305438074842849	0.270175276133864	-0.0288496816277571	2610	Control	48	Mutter_02	sld0008	200	19	0.095
sam0022	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0613603623296441	0.260376211398588	0.0443319773275881	8722	MBRT_day2	48	Mutter_02	sld0008	200	19	0.095
sam0023	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0493036478552213	0.248797547840396	0.0325043839734087	26233	SBRT_day2	48	Mutter_02	sld0008	200	19	0.095
sam0012	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.496832466097106	0.0249125895046103	0.495828667413214	24565	Control	48	Mutter_02	sld0005	200	19	0.095
sam0013	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.498459883110119	0.0267470274261888	0.497004479283315	42157	MBRT_day2	48	Mutter_02	sld0005	200	19	0.095
sam0014	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.503748239400317	0.0277199033962429	0.501539753639418	23191	SBRT_day2	48	Mutter_02	sld0005	200	19	0.095
sam0015	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.502289996817268	0.0255481110437575	0.500699888017917	16899	Control	48	Mutter_02	sld0006	200	19	0.095
sam0016	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.499372830147745	0.0245431056734148	0.498488241881299	17550	MBRT_day2	48	Mutter_02	sld0006	200	19	0.095
sam0017	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.503752284392861	0.0255077214022395	0.502071668533035	4842	SBRT_day2	48	Mutter_02	sld0006	200	19	0.095
sam0018	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.502663719678171	0.0293752578669571	0.500531914893617	3647	Control	48	Mutter_02	sld0007	200	19	0.095
sam0019	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.504009153671054	0.0317251394483907	0.502169652855543	4276	MBRT_day2	48	Mutter_02	sld0007	200	19	0.095
sam0020	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.504237734984271	0.029024397330011	0.502169652855543	8048	SBRT_day2	48	Mutter_02	sld0007	200	19	0.095
sam0021	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.49844968100123	0.0300360954753472	0.496108622620381	2610	Control	48	Mutter_02	sld0008	200	19	0.095
sam0022	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.503463493995056	0.0282057888712962	0.501679731243001	8722	MBRT_day2	48	Mutter_02	sld0008	200	19	0.095
sam0023	Macrophages	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.501257465561125	0.028087422738974	0.499636058230683	26233	SBRT_day2	48	Mutter_02	sld0008	200	19	0.095
sam0012	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.17278207838654	0.12732025187648	0.169141718505022	24565	Control	48	Mutter_02	sld0005	201	102	0.5075
sam0013	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.158084672579667	0.136901239267962	0.151909679676367	42157	MBRT_day2	48	Mutter_02	sld0005	201	102	0.5075
sam0014	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.113662259151852	0.128988803255318	0.10827858858368	23191	SBRT_day2	48	Mutter_02	sld0005	201	102	0.5075
sam0015	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.166349631938762	0.126305297575459	0.16213499610778	16899	Control	48	Mutter_02	sld0006	201	102	0.5075
sam0016	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.177790502919865	0.129797584472578	0.171675661578198	17550	MBRT_day2	48	Mutter_02	sld0006	201	102	0.5075
sam0017	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.1107786764066	0.122573774843702	0.107576626827832	4842	SBRT_day2	48	Mutter_02	sld0006	201	102	0.5075
sam0018	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0616511641753006	0.128922212699123	0.0551242543366928	3647	Control	48	Mutter_02	sld0007	201	102	0.5075
sam0019	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0629478422529467	0.134314741204245	0.0577939316531089	4276	MBRT_day2	48	Mutter_02	sld0007	201	102	0.5075
sam0020	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.112374640574578	0.133209069887233	0.106410161640082	8048	SBRT_day2	48	Mutter_02	sld0007	201	102	0.5075
sam0021	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0647946748052404	0.133801111327368	0.0601823001423894	2610	Control	48	Mutter_02	sld0008	201	102	0.5075
sam0022	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0923438120154486	0.130011548445437	0.0864879349902605	8722	MBRT_day2	48	Mutter_02	sld0008	201	102	0.5075
sam0023	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.108736625298482	0.127522278323089	0.102863296417762	26233	SBRT_day2	48	Mutter_02	sld0008	201	102	0.5075
sam0012	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.547563086260288	0.0152211523949168	0.546520889936386	24565	Control	48	Mutter_02	sld0005	201	102	0.5075
sam0013	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.546624312358516	0.016420649389735	0.545320632426593	42157	MBRT_day2	48	Mutter_02	sld0005	201	102	0.5075
sam0014	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.541429613267771	0.0148557710590165	0.540432310932164	23191	SBRT_day2	48	Mutter_02	sld0005	201	102	0.5075
sam0015	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.545984039932035	0.0144739576628785	0.545020568049145	16899	Control	48	Mutter_02	sld0006	201	102	0.5075
sam0016	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.547837467040712	0.0152660621646194	0.546556352090085	17550	MBRT_day2	48	Mutter_02	sld0006	201	102	0.5075
sam0017	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.540591456262281	0.0138143412311906	0.539870372188942	4842	SBRT_day2	48	Mutter_02	sld0006	201	102	0.5075
sam0018	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.536199967849721	0.0152605925041461	0.535505799426059	3647	Control	48	Mutter_02	sld0007	201	102	0.5075
sam0019	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.536465458076049	0.01595339836526	0.535497615852128	4276	MBRT_day2	48	Mutter_02	sld0007	201	102	0.5075
sam0020	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.541324607241056	0.0154416731618942	0.540285006601416	8048	SBRT_day2	48	Mutter_02	sld0007	201	102	0.5075
sam0021	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.535566778025981	0.0152828464722997	0.535112987877399	2610	Control	48	Mutter_02	sld0008	201	102	0.5075
sam0022	Macrophages	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.539253151317739	0.0151427723914015	0.538151821663557	8722	MBRT_day2	48	Mutter_02	sld0008	201	102	0.5075
