sample_id	cell_type	pathway_name	pathway_source	tier	score_type	mean	sd	median	n_cells	condition	timepoint_h	dataset	slide_id	n_set_genes	n_panel_genes	panel_coverage_frac
sam0003	Adipocyte	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	MSigDB_Hallmark	exploratory	UCell	0.507137389185967	0.0485060869154496	0.485744456177402	3003	MBRT_4h	4	Mutter_01	sld0004	48	5	0.1042
sam0004	Adipocyte	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	MSigDB_Hallmark	exploratory	UCell	0.507973399558847	0.0486838453685108	0.486800422386484	3027	MBRT_day2	48	Mutter_01	sld0001	48	5	0.1042
sam0005	Adipocyte	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	MSigDB_Hallmark	exploratory	UCell	0.503875005305129	0.0430425133890162	0.486800422386484	3757	MBRT_day6	144	Mutter_01	sld0001	48	5	0.1042
sam0006	Adipocyte	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	MSigDB_Hallmark	exploratory	UCell	0.508461040171084	0.0510240687832958	0.485744456177402	2618	SBRT_4h	4	Mutter_01	sld0004	48	5	0.1042
sam0007	Adipocyte	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	MSigDB_Hallmark	exploratory	UCell	0.507183395099509	0.0500548717666175	0.486272439281943	1570	SBRT_day2	48	Mutter_01	sld0002	48	5	0.1042
sam0008	Adipocyte	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	MSigDB_Hallmark	exploratory	UCell	0.505902735068522	0.0462133524251288	0.487328405491024	3185	SBRT_day6	144	Mutter_01	sld0002	48	5	0.1042
sam0001	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0267314549799289	0.357390320372543	-0.138888433463238	1393	Control	0	Mutter_01	sld0002	135	6	0.0444
sam0002	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0527277482464406	0.329473149805748	-0.142184352010701	678	MBRT_1h	1	Mutter_01	sld0004	135	6	0.0444
sam0003	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0484047388934209	0.342377561167532	-0.142184352010701	3003	MBRT_4h	4	Mutter_01	sld0004	135	6	0.0444
sam0004	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0327418660953326	0.359198440709332	-0.140414336422813	3027	MBRT_day2	48	Mutter_01	sld0001	135	6	0.0444
sam0005	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0233302462182842	0.368135934857467	-0.142184352010701	3757	MBRT_day6	144	Mutter_01	sld0001	135	6	0.0444
sam0006	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0428826956426448	0.354345741942385	-0.143694984001824	2618	SBRT_4h	4	Mutter_01	sld0004	135	6	0.0444
sam0007	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0373188720749663	0.34281132716088	-0.137683300000852	1570	SBRT_day2	48	Mutter_01	sld0002	135	6	0.0444
sam0008	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0396465050940362	0.344031662266793	-0.137521498079378	3185	SBRT_day6	144	Mutter_01	sld0002	135	6	0.0444
sam0001	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.494165795394602	0.033404536304185	0.483888008452192	1393	Control	0	Mutter_01	sld0002	135	6	0.0444
sam0002	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.492788859852657	0.0301439345091521	0.484416270470153	678	MBRT_1h	1	Mutter_01	sld0004	135	6	0.0444
sam0003	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.492738552168031	0.0316539978830975	0.484416270470153	3003	MBRT_4h	4	Mutter_01	sld0004	135	6	0.0444
sam0004	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.494687682897127	0.0328529925244131	0.485472794506075	3027	MBRT_day2	48	Mutter_01	sld0001	135	6	0.0444
sam0005	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.496961286516508	0.0330935129252721	0.486529318541997	3757	MBRT_day6	144	Mutter_01	sld0001	135	6	0.0444
sam0006	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.493450263935954	0.0333802534383769	0.483888008452192	2618	SBRT_4h	4	Mutter_01	sld0004	135	6	0.0444
sam0007	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.494318940156101	0.0317731281390128	0.484944532488114	1570	SBRT_day2	48	Mutter_01	sld0002	135	6	0.0444
sam0008	Adipocyte	HALLMARK_SPERMATOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.49448382221758	0.0311518902700863	0.486001056524036	3185	SBRT_day6	144	Mutter_01	sld0002	135	6	0.0444
sam0001	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0181164756114534	0.299760792615096	-0.126578465921604	1393	Control	0	Mutter_01	sld0002	54	15	0.2778
sam0002	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.00107027302068686	0.288202059031045	-0.0916461921595761	678	MBRT_1h	1	Mutter_01	sld0004	54	15	0.2778
sam0003	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.00544800404185611	0.2896509898664	-0.104486688602022	3003	MBRT_4h	4	Mutter_01	sld0004	54	15	0.2778
sam0004	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0361393243825129	0.270980369677218	-0.136559019904094	3027	MBRT_day2	48	Mutter_01	sld0001	54	15	0.2778
sam0005	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0234279230998871	0.268161907910109	-0.12725755040752	3757	MBRT_day6	144	Mutter_01	sld0001	54	15	0.2778
sam0006	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	AMS	0.0128582160428939	0.301511008436016	-0.0713284466693455	2618	SBRT_4h	4	Mutter_01	sld0004	54	15	0.2778
sam0007	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0141029292338591	0.285973696877331	-0.115169794199056	1570	SBRT_day2	48	Mutter_01	sld0002	54	15	0.2778
sam0008	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0402344782582076	0.263231125304985	-0.136559019904094	3185	SBRT_day6	144	Mutter_01	sld0002	54	15	0.2778
sam0001	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.505945585779469	0.027881337178646	0.493630573248408	1393	Control	0	Mutter_01	sld0002	54	15	0.2778
sam0002	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.506517023759569	0.0266082091753943	0.496142958244869	678	MBRT_1h	1	Mutter_01	sld0004	54	15	0.2778
sam0003	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.506651522575091	0.0268104251426521	0.494692144373673	3003	MBRT_4h	4	Mutter_01	sld0004	54	15	0.2778
sam0004	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.503742514585059	0.0249219517913593	0.493099787685775	3027	MBRT_day2	48	Mutter_01	sld0001	54	15	0.2778
sam0005	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.504172819371284	0.0238884584294722	0.493099787685775	3757	MBRT_day6	144	Mutter_01	sld0001	54	15	0.2778
sam0006	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.507966906121646	0.0279920898034864	0.501840056617127	2618	SBRT_4h	4	Mutter_01	sld0004	54	15	0.2778
sam0007	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.505853020857281	0.0261629401297658	0.493630573248408	1570	SBRT_day2	48	Mutter_01	sld0002	54	15	0.2778
sam0008	Adipocyte	HALLMARK_TGF_BETA_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.503431924460132	0.0235502204590976	0.493099787685775	3185	SBRT_day6	144	Mutter_01	sld0002	54	15	0.2778
sam0001	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	AMS	-0.0115259952113947	0.126716560355653	-0.02344448172656	1393	Control	0	Mutter_01	sld0002	199	76	0.3819
sam0002	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	AMS	-0.0155243391322542	0.125203310228139	-0.0285647071273697	678	MBRT_1h	1	Mutter_01	sld0004	199	76	0.3819
sam0003	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	AMS	0.0168405013959678	0.128573646254441	0.00544864305645054	3003	MBRT_4h	4	Mutter_01	sld0004	199	76	0.3819
sam0004	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	AMS	0.00334849146784325	0.121507258430436	-0.00540881406040406	3027	MBRT_day2	48	Mutter_01	sld0001	199	76	0.3819
sam0005	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	AMS	0.00908003698889145	0.119807187762648	-0.00191634323706794	3757	MBRT_day6	144	Mutter_01	sld0001	199	76	0.3819
sam0006	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	AMS	0.0081595185471783	0.128715096392155	-0.00191627426974121	2618	SBRT_4h	4	Mutter_01	sld0004	199	76	0.3819
sam0007	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	AMS	0.0120268773149076	0.124077512725845	-0.00101457848331418	1570	SBRT_day2	48	Mutter_01	sld0002	199	76	0.3819
sam0008	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	AMS	0.00346862315587379	0.121534762912715	-0.0102185048017039	3185	SBRT_day6	144	Mutter_01	sld0002	199	76	0.3819
sam0001	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	UCell	0.521490941192336	0.0120760648800226	0.520541617345613	1393	Control	0	Mutter_01	sld0002	199	76	0.3819
sam0002	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	UCell	0.521021904126089	0.0120711494800927	0.519949764702486	678	MBRT_1h	1	Mutter_01	sld0004	199	76	0.3819
sam0003	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	UCell	0.524217604723999	0.0124996075540837	0.522764673614921	3003	MBRT_4h	4	Mutter_01	sld0004	199	76	0.3819
sam0004	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	UCell	0.522938370898882	0.0116931728511406	0.522100643820192	3027	MBRT_day2	48	Mutter_01	sld0001	199	76	0.3819
sam0005	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	UCell	0.522747600462238	0.0112124296005472	0.521638710049947	3757	MBRT_day6	144	Mutter_01	sld0001	199	76	0.3819
sam0006	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	UCell	0.523290883096107	0.0125396076535336	0.521844414932009	2618	SBRT_4h	4	Mutter_01	sld0004	199	76	0.3819
sam0007	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	UCell	0.523745735801467	0.0120038722606844	0.522309957559835	1570	SBRT_day2	48	Mutter_01	sld0002	199	76	0.3819
sam0008	Adipocyte	HALLMARK_TNFA_SIGNALING_VIA_NFKB	MSigDB_Hallmark	exploratory	UCell	0.522513580975217	0.0115001050677034	0.521436614025464	3185	SBRT_day6	144	Mutter_01	sld0002	199	76	0.3819
sam0001	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.156007854793999	0.465568856349684	-0.294046597455149	1393	Control	0	Mutter_01	sld0002	113	6	0.0531
sam0002	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.126900894481627	0.469844146110185	-0.263298932514442	678	MBRT_1h	1	Mutter_01	sld0004	113	6	0.0531
sam0003	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.172500744136034	0.439207301932162	-0.298061186648529	3003	MBRT_4h	4	Mutter_01	sld0004	113	6	0.0531
sam0004	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.162765483515166	0.448410936482455	-0.290606924964691	3027	MBRT_day2	48	Mutter_01	sld0001	113	6	0.0531
sam0005	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.102750458363691	0.439428577694806	-0.240411456104115	3757	MBRT_day6	144	Mutter_01	sld0001	113	6	0.0531
sam0006	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.161692338549305	0.428969764587332	-0.285856368872957	2618	SBRT_4h	4	Mutter_01	sld0004	113	6	0.0531
sam0007	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.144504738340831	0.464581746635959	-0.28661421808606	1570	SBRT_day2	48	Mutter_01	sld0002	113	6	0.0531
sam0008	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.161788795430232	0.407887688703161	-0.275042996158756	3185	SBRT_day6	144	Mutter_01	sld0002	113	6	0.0531
sam0001	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.503519471429545	0.0420055865620565	0.486001056524036	1393	Control	0	Mutter_01	sld0002	113	6	0.0531
sam0002	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.502135643349897	0.0416594716821849	0.486001056524036	678	MBRT_1h	1	Mutter_01	sld0004	113	6	0.0531
sam0003	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.499560983713125	0.0387887218594158	0.485472794506075	3003	MBRT_4h	4	Mutter_01	sld0004	113	6	0.0531
sam0004	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.501201634662925	0.0394814410669575	0.486529318541997	3027	MBRT_day2	48	Mutter_01	sld0001	113	6	0.0531
sam0005	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.501204302417846	0.0382352769765592	0.487057580559958	3757	MBRT_day6	144	Mutter_01	sld0001	113	6	0.0531
sam0006	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.499362137401663	0.0386269407897826	0.485472794506075	2618	SBRT_4h	4	Mutter_01	sld0004	113	6	0.0531
sam0007	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.502329904677306	0.0411701192985672	0.486529318541997	1570	SBRT_day2	48	Mutter_01	sld0002	113	6	0.0531
sam0008	Adipocyte	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.498290598290601	0.0351175601970667	0.486529318541997	3185	SBRT_day6	144	Mutter_01	sld0002	113	6	0.0531
sam0001	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	AMS	0.0376350711787755	0.231786807661101	0.00220684163590434	1393	Control	0	Mutter_01	sld0002	144	32	0.2222
sam0002	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	AMS	0.0526240403381408	0.237391690688051	0.0266732589082834	678	MBRT_1h	1	Mutter_01	sld0004	144	32	0.2222
sam0003	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	AMS	0.0114172395557404	0.207013202322339	-0.0131923357302894	3003	MBRT_4h	4	Mutter_01	sld0004	144	32	0.2222
sam0004	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	AMS	0.0274851482584088	0.210098255112844	0.00454075593222111	3027	MBRT_day2	48	Mutter_01	sld0001	144	32	0.2222
sam0005	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	AMS	-0.00629415404235883	0.188966213624033	-0.0311967635063187	3757	MBRT_day6	144	Mutter_01	sld0001	144	32	0.2222
sam0006	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	AMS	0.00379258707795819	0.208666712408376	-0.0273225934878538	2618	SBRT_4h	4	Mutter_01	sld0004	144	32	0.2222
sam0007	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	AMS	0.00821005594932507	0.19141467968309	-0.00724733772914098	1570	SBRT_day2	48	Mutter_01	sld0002	144	32	0.2222
sam0008	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	AMS	-0.0165611986245321	0.192344350515203	-0.0493772604388739	3185	SBRT_day6	144	Mutter_01	sld0002	144	32	0.2222
sam0001	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	UCell	0.512582231687937	0.0212335719203744	0.509189207284414	1393	Control	0	Mutter_01	sld0002	144	32	0.2222
sam0002	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	UCell	0.514013971904512	0.0218108243146288	0.511323312801286	678	MBRT_1h	1	Mutter_01	sld0004	144	32	0.2222
sam0003	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	UCell	0.510339246764662	0.0188968693346935	0.508586636314944	3003	MBRT_4h	4	Mutter_01	sld0004	144	32	0.2222
sam0004	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	UCell	0.511744228297758	0.0193733105767707	0.509657873594001	3027	MBRT_day2	48	Mutter_01	sld0001	144	32	0.2222
sam0005	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	UCell	0.508355800470437	0.016983722004261	0.5064776379218	3757	MBRT_day6	144	Mutter_01	sld0001	144	32	0.2222
sam0006	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	UCell	0.509613861004304	0.0193887829702545	0.507532137118372	2618	SBRT_4h	4	Mutter_01	sld0004	144	32	0.2222
sam0007	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	UCell	0.509989244982413	0.0174299773614397	0.508553160149973	1570	SBRT_day2	48	Mutter_01	sld0002	144	32	0.2222
sam0008	Adipocyte	HALLMARK_UV_RESPONSE_DN	MSigDB_Hallmark	exploratory	UCell	0.507432849020288	0.0173704715526567	0.504837305838243	3185	SBRT_day6	144	Mutter_01	sld0002	144	32	0.2222
sam0001	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	AMS	-0.0412332530047228	0.21995152157808	-0.0756858780271206	1393	Control	0	Mutter_01	sld0002	158	24	0.1519
sam0002	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	AMS	-0.0307847321694551	0.227396394519066	-0.0859143700723045	678	MBRT_1h	1	Mutter_01	sld0004	158	24	0.1519
sam0003	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	AMS	-0.031389319628715	0.214959177371111	-0.0621209202288248	3003	MBRT_4h	4	Mutter_01	sld0004	158	24	0.1519
sam0004	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	AMS	-0.0219780400203276	0.219182727588177	-0.0533719417245877	3027	MBRT_day2	48	Mutter_01	sld0001	158	24	0.1519
sam0005	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	AMS	-0.023607401126691	0.212985198427927	-0.0611296628025287	3757	MBRT_day6	144	Mutter_01	sld0001	158	24	0.1519
sam0006	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	AMS	-0.0395459249135476	0.213675734400087	-0.0713941647285475	2618	SBRT_4h	4	Mutter_01	sld0004	158	24	0.1519
sam0007	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	AMS	-0.0356888408624102	0.215182627375127	-0.0820791303728329	1570	SBRT_day2	48	Mutter_01	sld0002	158	24	0.1519
sam0008	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	AMS	-0.0269617039183646	0.207302277954981	-0.0617032863631252	3185	SBRT_day6	144	Mutter_01	sld0002	158	24	0.1519
sam0001	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	UCell	0.505475009970489	0.0205499814388357	0.503133333333333	1393	Control	0	Mutter_01	sld0002	158	24	0.1519
sam0002	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	UCell	0.505532022287774	0.0208120273461865	0.501455555555556	678	MBRT_1h	1	Mutter_01	sld0004	158	24	0.1519
sam0003	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	UCell	0.506745484145485	0.0201809251898481	0.504688888888889	3003	MBRT_4h	4	Mutter_01	sld0004	158	24	0.1519
sam0004	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	UCell	0.507561179018466	0.02023014847789	0.505333333333334	3027	MBRT_day2	48	Mutter_01	sld0001	158	24	0.1519
sam0005	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	UCell	0.506446343122471	0.0192907126862068	0.504155555555556	3757	MBRT_day6	144	Mutter_01	sld0001	158	24	0.1519
sam0006	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	UCell	0.505477565571683	0.0199987798222038	0.503155555555556	2618	SBRT_4h	4	Mutter_01	sld0004	158	24	0.1519
sam0007	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	UCell	0.506351564048125	0.0198936166257556	0.503233333333333	1570	SBRT_day2	48	Mutter_01	sld0002	158	24	0.1519
sam0008	Adipocyte	HALLMARK_UV_RESPONSE_UP	MSigDB_Hallmark	exploratory	UCell	0.50648604918891	0.0189553392478922	0.504177777777778	3185	SBRT_day6	144	Mutter_01	sld0002	158	24	0.1519
sam0001	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0302959846017146	0.26545384434979	-0.12244908198065	1393	Control	0	Mutter_01	sld0002	42	15	0.3571
sam0002	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	AMS	0.0046603079289177	0.283337950022774	-0.101527485672071	678	MBRT_1h	1	Mutter_01	sld0004	42	15	0.3571
sam0003	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0322773798413719	0.25850612032076	-0.125104594848267	3003	MBRT_4h	4	Mutter_01	sld0004	42	15	0.3571
sam0004	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0269839478400519	0.257803367440452	-0.116704712812784	3027	MBRT_day2	48	Mutter_01	sld0001	42	15	0.3571
sam0005	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.00997993899483266	0.262357676246676	-0.116375768534621	3757	MBRT_day6	144	Mutter_01	sld0001	42	15	0.3571
sam0006	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0213466620875769	0.278337513436405	-0.11549991513512	2618	SBRT_4h	4	Mutter_01	sld0004	42	15	0.3571
sam0007	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0119955592678314	0.271248457969157	-0.112314236496571	1570	SBRT_day2	48	Mutter_01	sld0002	42	15	0.3571
sam0008	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	AMS	-0.0162525866967837	0.258411598339921	-0.116375768534621	3185	SBRT_day6	144	Mutter_01	sld0002	42	15	0.3571
sam0001	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.501800581107946	0.0246725345310289	0.49203821656051	1393	Control	0	Mutter_01	sld0002	42	15	0.3571
sam0002	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.50470014008146	0.0260687352120282	0.493099787685775	678	MBRT_1h	1	Mutter_01	sld0004	42	15	0.3571
sam0003	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.501808971872668	0.0240580267277973	0.49203821656051	3003	MBRT_4h	4	Mutter_01	sld0004	42	15	0.3571
sam0004	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.502259880467163	0.0236322745038452	0.492569002123142	3027	MBRT_day2	48	Mutter_01	sld0001	42	15	0.3571
sam0005	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.502924938793185	0.0236905345808897	0.492569002123142	3757	MBRT_day6	144	Mutter_01	sld0001	42	15	0.3571
sam0006	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.502973845396101	0.0259194099163164	0.493046709129512	2618	SBRT_4h	4	Mutter_01	sld0004	42	15	0.3571
sam0007	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.504100865033967	0.0251659566867167	0.493099787685775	1570	SBRT_day2	48	Mutter_01	sld0002	42	15	0.3571
sam0008	Adipocyte	HALLMARK_WNT_BETA_CATENIN_SIGNALING	MSigDB_Hallmark	exploratory	UCell	0.502357298954206	0.0232581759384152	0.492569002123142	3185	SBRT_day6	144	Mutter_01	sld0002	42	15	0.3571
sam0001	Adipocyte	HALLMARK_XENOBIOTIC_METABOLISM	MSigDB_Hallmark	exploratory	AMS	0.0194228829430442	0.23649319786719	-0.00771590910153924	1393	Control	0	Mutter_01	sld0002	203	20	0.0985
