subcluster	n_cells	frac	frac_M01	frac_M02	minority_frac	neg_mean
42	3527	0.0026	0.2994	0.7006	0.2994	0.0067
43	3383	0.0025	0.556	0.444	0.444	0.009
44	3295	0.0025	0.4871	0.5129	0.4871	0.0093
45	3222	0.0024	0.6009	0.3991	0.3991	0.0095
46	2899	0.0022	0.4636	0.5364	0.4636	0.0089
47	2813	0.0021	0.4916	0.5084	0.4916	0.0083
48	2776	0.0021	0.3386	0.6614	0.3386	0.0065
49	2722	0.002	0.4166	0.5834	0.4166	0.0075
50	2689	0.002	0.4373	0.5627	0.4373	0.0086
51	2516	0.0019	0.4877	0.5123	0.4877	0.0095
52	2401	0.0018	0.4702	0.5298	0.4702	0.0099
53	2392	0.0018	0.4323	0.5677	0.4323	0.0129
54	2367	0.0018	0.5108	0.4892	0.4892	0.0109
55	2309	0.0017	0.3369	0.6631	0.3369	0.0091
56	2236	0.0017	0.4186	0.5814	0.4186	0.007
57	2221	0.0017	0.552	0.448	0.448	0.0104
58	2191	0.0016	0.5933	0.4067	0.4067	0.0089
59	2163	0.0016	0.4933	0.5067	0.4933	0.0104
60	2143	0.0016	0.3089	0.6911	0.3089	0.0066
61	2049	0.0015	0.206	0.794	0.206	0.0045
62	1990	0.0015	0.4618	0.5382	0.4618	0.0081
63	1915	0.0014	0.6261	0.3739	0.3739	0.01
64	1914	0.0014	0.4671	0.5329	0.4671	0.01
65	1821	0.0014	0.2954	0.7046	0.2954	0.0071
66	1791	0.0013	0.4115	0.5885	0.4115	0.0099
67	1743	0.0013	0.5313	0.4687	0.4687	0.0096
68	1737	0.0013	0.4439	0.5561	0.4439	0.0098
69	1671	0.0013	0.7139	0.2861	0.2861	0.0127
70	1625	0.0012	0.4018	0.5982	0.4018	0.0078
71	1611	0.0012	0.4053	0.5947	0.4053	0.0104
72	1475	0.0011	0.478	0.522	0.478	0.0082
73	1391	0.001	0.4055	0.5945	0.4055	0.0088
74	1317	0.001	0.53	0.47	0.47	0.0087
75	1311	0.001	0.6125	0.3875	0.3875	0.0117
76	1295	0.001	0.6819	0.3181	0.3181	0.0093
77	1237	0.0009	0.5829	0.4171	0.4171	0.0093
78	1167	0.0009	0.6358	0.3642	0.3642	0.0122
79	1152	0.0009	0.5156	0.4844	0.4844	0.0092
80	1083	0.0008	0.2475	0.7525	0.2475	0.0076
81	1070	0.0008	0.272	0.728	0.272	0.0056
82	1048	0.0008	0.334	0.666	0.334	0.0093
83	1045	0.0008	0.7474	0.2526	0.2526	0.0137
84	969	0.0007	0.4066	0.5934	0.4066	0.0084
85	953	0.0007	0.3463	0.6537	0.3463	0.0095
86	896	0.0007	0.2924	0.7076	0.2924	0.0077
87	859	0.0006	0.5169	0.4831	0.4831	0.012
88	810	0.0006	0.3296	0.6704	0.3296	0.0083
89	711	0.0005	0.5331	0.4669	0.4669	0.008
90	711	0.0005	0.5457	0.4543	0.4543	0.011
91	653	0.0005	0.6968	0.3032	0.3032	0.0141
92	596	0.0004	0.5705	0.4295	0.4295	0.0129
93	497	0.0004	0.3863	0.6137	0.3863	0.007
94	468	0.0004	0.5855	0.4145	0.4145	0.0079
