"","a","b","B.cell","Blood.endothelial","BM.Neutrophil","CD8.T.cell","Colon.Treg.Nrplo","Dendritic","DN2a","DN2b","DN3","DN4","Fibroblastic.reticular","GC_centroblasts","GC_centrocyes","gdT","ILC","ISP","Ly6Chi.blood.monocytes","Ly6Clo.blood.monocytes","Lymphatic.endothelial","Macrophage","Memory.B","Microglia","NK","NKT","PerC.macrophage","Pericyte","Plasma","Plasmablast","small.peritoneal.macs","Spleen.CD4Act.48hrs","Spleen.LN.Naive.CD4","Spleen.Naive.CD4","Spleen.Naive.CD8","spleen.red.pulp.macs","Spleen.Treg","Stem.Prog","Thio.induced.Peritoneal.Neutrophil","Thymic.4.8.CD3lo.DP","Thymic.CD4SP","Thymic.CD8SP","Thymic.preT.DN1","tumor_epithelial"
"Nlrp3",0.0781981822489397,0.0501518108870093,0.0528431080678773,0.0477014568452849,0.0697103583701522,0.0402796048964302,0.0342270393610953,0.102792452830189,0.0687960687960688,0.0425,0.0334645669291339,0.0319148936170213,0.040983606557377,0.0321543408360129,0.0322164948453608,0.0415547402214506,0.0740840790140132,0.0483870967741935,0.0772290354656944,0.110378840782123,0.0479673047967305,0.0533627251174978,0.0229621125143513,0.102116402116402,0.0384615384615385,0.0591906324390401,0.0703933747412008,0.053473634798936,0.0428439092172302,0.0392902408111534,0.0600824661299823,0.0465968586387435,0.0169971671388102,0.0346471710108074,0,0.089465986515892,0.0599625234228607,0.0655444126074499,0.0644067796610169,0.0639373484117939,0.0290369751410069,0.0478468899521531,0.0759573132454488,0.102758219619083
"Nod2",0.113722692729256,0.0473866840164823,0.038553140815719,0.0543406437808754,0.0717967599410898,0.0334678588151352,0.058185966913862,0.0977106918238994,0.0221130221130221,0.03,0.0501968503937008,0.0183752417794971,0.0353483606557377,0.112540192926045,0.0554123711340206,0.0552152263644107,0.0829984804997467,0.032258064516129,0.0645232570986631,0.125960195530726,0.0793719079371908,0.0522397371376284,0.0656060357552895,0.0349206349206349,0.025987525987526,0.0898153509618478,0.0633540372670807,0.0494836488812392,0.0935618341824919,0.0633713561470216,0.0579226389161594,0.0445026178010471,0.0396600566572238,0.0230451366815003,0.015625,0.0919630435558092,0.00999375390381012,0.080366982587613,0.0566854990583804,0.0583852020689051,0.0524336745351995,0.057668093679174,0.0965832660747915,0.143809583151598
"Nosip",0.0537853325036904,0.0325851225330731,0.0145132479904734,0.0244171045593279,0.0258959253804615,0.0285736582755468,0.0211066742726754,0.0252075471698113,0.00982800982800983,0.01,0.0324803149606299,0.00967117988394584,0.0244093539054966,0.0241157556270096,0.0257731958762887,0.0295649610168381,0.0233665372277562,0.010752688172043,0.0243067064412772,0.0342760707635009,0.0385746038574604,0.0280331073493324,0.0144333278661637,0.0132275132275132,0.0166320166320166,0.0390207810589976,0.0293995859213251,0.0246244719136285,0.0240852246410375,0.0228136882129278,0.0259179265658747,0.0319371727748691,0.0141643059490085,0.0247933884297521,0,0.0305354403738451,0.014366021236727,0.0382686797443244,0.0152542372881356,0.026124309634435,0.0190098182577815,0.0236716192394863,0.0378142468537949,0.0750721747980144
"Notch1",0.0843970726449554,0.112285838212969,0.053364096457279,0.0798275699317202,0.0494599901816397,0.0377154451604272,0.0436394751853965,0.0573081761006289,0.0245700245700246,0.04,0.138779527559055,0.034816247582205,0.0395371263259402,0.022508038585209,0.0270618556701031,0.0484668806918692,0.0650346108391018,0.010752688172043,0.0473980775604906,0.0753171554934823,0.0658206065820607,0.0492866946720459,0.0659340659340659,0.0619047619047619,0.0218295218295218,0.0637907739818568,0.0647342995169082,0.0496010014082303,0.0511811023622047,0.0240811153358682,0.051050461417632,0.037696335078534,0.0424929178470255,0.0499046408137317,0.0234375,0.0767666678557414,0.0312304809494066,0.0700628168393211,0.0493408662900188,0.051401186406008,0.0639231251305619,0.0463359355326114,0.106148925357965,0.111201113257316
"Notch2",0.139291488436635,0.15820863153329,0.0421256326287586,0.0308360341084296,0.0567010309278351,0.0242703293272983,0.0550484883057616,0.0719496855345912,0.0122850122850123,0.015,0.047244094488189,0.0328820116054159,0.0596371745419479,0.0353697749196141,0.0373711340206186,0.0695472711786674,0.0498396083066014,0.00537634408602151,0.0815379516075572,0.0757827048417132,0.142826414282641,0.0696668468993054,0.0360833196654092,0.0403439153439153,0.0301455301455301,0.0623431769928585,0.0625948930296756,0.0546667188233453,0.0398332561371005,0.0335868187579214,0.0848223051246809,0.0272251308900524,0.028328611898017,0.034170375079466,0.0546875,0.0803338921984804,0.0193628981886321,0.0923242230548821,0.0485875706214689,0.0496186552117121,0.0221433047837894,0.0304709141274238,0.0602337607987325,0.199939767794463
"Notch3",0.0371308588105733,0.0711342441986554,0.0126525751711819,0.032409301154778,0.0176730486008837,0.0203126045173805,0.0114090131203651,0.0171572327044025,0.0221130221130221,0.0075,0.0492125984251969,0.00676982591876209,0.0185028929604629,0.0160771704180064,0.00644329896907216,0.0157243005962131,0.0277899712983285,0,0.0150259639818805,0.0240630819366853,0.0195024019502402,0.0134758557584328,0.0175496145645399,0.0170634920634921,0.0103950103950104,0.0198803319822428,0.0158730158730159,0.0150602409638554,0.0141269106067624,0.0164765525982256,0.0133516591399961,0.0115183246073298,0.0113314447592068,0.0173235855054037,0,0.0192986836942175,0.0174890693316677,0.0255262287855411,0.00979284369114878,0.0324362233716139,0.0210988092751201,0.0141022412490557,0.023376079873255,0.0473861299769456
"Nppc",0.0576358822288929,0.0205486879201908,0.029845192021435,0.0327239545640477,0.0428325969563083,0.037637405516288,0.0262407301768397,0.0270188679245283,0.0245700245700246,0.0125,0.0246062992125984,0.00773694390715667,0.0348662005785921,0.00321543408360129,0.00902061855670103,0.0238812815304986,0.0325173054195509,0.00537634408602151,0.0204397304165286,0.0422631517690875,0.0276045027604503,0.0235827475772574,0.0260783992127276,0.0297619047619048,0.0301455301455301,0.033552081322782,0.0241545893719807,0.0228250664997653,0.0254747568318666,0.0202788339670469,0.0229727076379344,0.0204188481675393,0,0.0171646535282899,0.015625,0.0326044304926337,0.0368519675202998,0.0372079567996473,0.0171374764595104,0.0489757751088513,0.0282013787340714,0.0289599597078821,0.0476788329895675,0.0732028994537562
"Npr1",0.149273238028539,0.051995228800694,0.0777016969336112,0.149019854630125,0.121134020618557,0.162723806550871,0.094124358243012,0.0830691823899371,0.0147420147420147,0.03,0.107283464566929,0.0367504835589942,0.115296528447445,0.0498392282958199,0.0489690721649485,0.0765085500884492,0.0892790815465136,0,0.0738039995580599,0.111513617318436,0.0901269090126909,0.0749490496194319,0.119731015253403,0.112169312169312,0.0498960498960499,0.0819661583992794,0.0897860593512767,0.0617469879518072,0.0759610930986568,0.0785804816223067,0.0687217749852739,0.0926701570680628,0.0679886685552408,0.0514939605848697,0,0.126957514358078,0.0836976889444097,0.101595217103813,0.0873822975517891,0.12372519797785,0.0710256945895133,0.0750440695039033,0.105760320449586,0.186927534425821
"Npr2",0.049984248934525,0.0201149425287356,0.0189044358440012,0.0466945659356219,0.0432007854688267,0.0495440255078151,0.0242441528807758,0.0315471698113208,0.00737100737100737,0.01,0.0324803149606299,0.00967117988394584,0.072384281581485,0.0112540192926045,0.0077319587628866,0.0199502063814453,0.0310315718385953,0.032258064516129,0.0202187603579715,0.0334904562383613,0.0339141033914103,0.021877469533752,0.0226340823355749,0.0398148148148148,0.0322245322245322,0.0322009907997169,0.0254658385093168,0.0247809419496166,0.032422417786012,0.0196451204055767,0.0245434910661693,0.043979057591623,0.0169971671388102,0.020979020979021,0.0390625,0.0324260692754967,0.0149906308557152,0.036119682609654,0.0146892655367232,0.0498816516174279,0.0200543137664508,0.0282044824981113,0.0334200221205871,0.0649053938978545
"Npr3",0.0424315479522313,0.0166991975710258,0.0192021434950878,0.0270916585381203,0.0336278841433481,0.0235345269682713,0.0182544209925841,0.0179119496855346,0.0196560196560197,0.0025,0.0108267716535433,0.00967117988394584,0.0235053037608486,0.0160771704180064,0.0231958762886598,0.0203433138963507,0.0195171365861894,0.010752688172043,0.0109380178985747,0.0232192737430168,0.0267441026744103,0.018882834920767,0.0159094636706577,0.0272486772486772,0.0176715176715177,0.017145982114135,0.0163561076604555,0.0178375841026443,0.0187586845761927,0.0101394169835234,0.0184567052817593,0.0146596858638743,0,0.0165289256198347,0.015625,0.0220097741946991,0.00936914428482199,0.0289150319594446,0.0145009416195857,0.0231729055258467,0.0194276164612492,0.0168723243515487,0.0233162945027352,0.0549463102581677
"Nr1h2",0.149031114212147,0.087399696378226,0.0515778505507592,0.0682168591296687,0.06173294059892,0.0497558473990501,0.0576155162578437,0.0887547169811321,0.00491400491400491,0.05,0.0334645669291339,0.0280464216634429,0.0602097396335583,0.0627009646302251,0.0824742268041237,0.0760826836139684,0.0660476110079352,0.010752688172043,0.0806540713733289,0.0960631983240224,0.123108912310891,0.0781932371168323,0.0647859603083484,0.0448412698412698,0.0322245322245322,0.0979862317441935,0.0773636991028295,0.0613362541073384,0.0704029643353404,0.0722433460076046,0.0661692519143923,0.0732984293193717,0.0708215297450425,0.0874125874125874,0.109375,0.0761245674740484,0.0530918176139913,0.116335133348027,0.0416195856873823,0.0672686362175273,0.0551493628577397,0.0725258121380005,0.08991719726183,0.210532328078593
"Nr1h3",0.114886449137076,0.0311212318369117,0.0558946114915153,0.0594065636701174,0.0681148748159057,0.0406140605141698,0.0519110096976612,0.0874465408805031,0.058968058968059,0.015,0.0295275590551181,0.0338491295938104,0.0530376084860174,0.045016077170418,0.047680412371134,0.0554445390814388,0.0646969441161574,0.032258064516129,0.0556844547563805,0.113506750465549,0.0682584068258407,0.0562741754356777,0.0590454321797605,0.0518518518518519,0.025987525987526,0.102393360355144,0.0763975155279503,0.0558989203567517,0.0613710050949514,0.122940430925222,0.0473198507755743,0.0727748691099476,0.0481586402266289,0.0405276541640178,0.125,0.118645881639496,0.0393504059962523,0.0730659025787966,0.051789077212806,0.0969872300634114,0.0532692709421349,0.0760513724502644,0.0955669147759543,0.143653810206243
"Nr3c1",0.026230080109138,0.0171871611364129,0.011759452217922,0.0266511437651427,0.0245459008345606,0.0253517358246561,0.0208214489446663,0.0257610062893082,0.00982800982800983,0.0275,0.0137795275590551,0.0125725338491296,0.0267900192864031,0.00643086816720257,0.0167525773195876,0.0186889864377907,0.0227587371264562,0.010752688172043,0.0196663352115788,0.0214589152700186,0.0255252025525203,0.0178430312357027,0.0223060521567984,0.0306878306878307,0.0135135135135135,0.0250595123206588,0.0235334713595583,0.0187568455640745,0.0206113941639648,0.014575411913815,0.0247398389946986,0.00890052356020942,0.0113314447592068,0.027972027972028,0.0078125,0.0250419148860272,0.0149906308557152,0.0218343619131585,0.0178907721280603,0.0247508839601414,0.0206810110716524,0.0123394610929237,0.0193405673631662,0.0381539867489148
"Nrg1",0.0523794522794786,0.0419648666232921,0.0269425424233403,0.0162990466001699,0.0270004909180167,0.0163214341456889,0.0248146035367941,0.0223899371069182,0.0294840294840295,0.01,0.0295275590551181,0.0212765957446809,0.0182015429122469,0.0144694533762058,0.029639175257732,0.0248476708379742,0.0294445382407564,0.010752688172043,0.0255220417633411,0.0378113361266294,0.0291819029181903,0.022459759597388,0.0247662784976218,0.0231481481481481,0.00831600831600832,0.0165347744965579,0.0319530710835059,0.0251916757940854,0.0155164427975915,0.014575411913815,0.0170822697820538,0.0115183246073298,0,0.0230451366815003,0.0078125,0.0337459422823101,0.00999375390381012,0.0377176548379987,0.0178907721280603,0.0158090061658046,0.0192187173595154,0.023419793502896,0.0241233970047529,0.0677196917772655
"Nrxn1",0.0263602542039724,0.0148557796573411,0.0159273593331349,0.0212076397847771,0.0332596956308297,0.0314834221498807,0.0193953223046207,0.0202264150943396,0.0221130221130221,0.0175,0.0137795275590551,0.00870406189555126,0.0228121986499518,0.0160771704180064,0.0180412371134021,0.0186234685186398,0.0214418369069728,0.00537634408602151,0.0181195448016794,0.0238739525139665,0.0197892019789202,0.0157634238655742,0.034443168771527,0.0394179894179894,0.0166320166320166,0.0204272019558644,0.0180814354727398,0.016566265060241,0.0173691523853636,0.0120405576679341,0.0168859218535244,0.0109947643979058,0.0141643059490085,0.0130324221233312,0.015625,0.0223308243855456,0.0131168019987508,0.0297415693189332,0.0133709981167608,0.0317056778001812,0.0194276164612492,0.0166204986149584,0.0274115923833438,0.0350800672939124
"Nrxn3",0.0259463005823989,0.0158317067881154,0.0179368859779696,0.0161417198955351,0.0279823269513991,0.0154295524983835,0.0193953223046207,0.0185660377358491,0.0122850122850123,0.01,0.0236220472440945,0.00483558994197292,0.014946962391514,0.0289389067524116,0.0077319587628866,0.0150527419249165,0.0198210366368394,0,0.018450999889515,0.0188692970204842,0.0237327023732702,0.0151395416545356,0.0116450713465639,0.0240740740740741,0.027027027027027,0.0156983851251367,0.0186335403726708,0.0132608355499922,0.0150532654006484,0.00760456273764259,0.0170822697820538,0.018848167539267,0.0198300283286119,0.0165289256198347,0.0234375,0.0174437270359933,0.0162398500936914,0.0232670266696055,0.0224105461393597,0.0265334151544373,0.00772926676415291,0.0130949383026945,0.0209547723672017,0.0341454296217833
"Nt5c3",0.0791901088515781,0.141238343092605,0.0451027091396249,0.0560712375318587,0.0930289641629848,0.0771923565742826,0.0541928123217342,0.0607798742138365,0.00737100737100737,0.01,0.0324803149606299,0.034816247582205,0.0604809546769527,0.0562700964630225,0.0283505154639175,0.0510057000589661,0.0751983791997299,0.0537634408602151,0.0619821014252569,0.0725238594040968,0.0678999067899907,0.0808551345505968,0.0934886009512875,0.0546296296296296,0.0467775467775468,0.0662677732741427,0.0568668046928916,0.0575418557346268,0.0446966188050023,0.041191381495564,0.0624386412723346,0.0476439790575916,0.0453257790368272,0.0638906547997457,0.0234375,0.0784075910534014,0.0306058713304185,0.073589376239806,0.0404896421845574,0.0733467753718477,0.050135784416127,0.0750440695039033,0.0676471467431919,0.111730741271523
"Ntrk2",0.08336349033197,0.101171112556929,0.04398630544805,0.0529876341210157,0.0806332842415317,0.0331222546768044,0.0316600114090131,0.0512704402515723,0.125307125307125,0.0175,0.110236220472441,0.0241779497098646,0.112373432979749,0.00803858520900321,0.0231958762886598,0.045534953809867,0.0749957791659632,0.032258064516129,0.0395536404817147,0.0684212057728119,0.0569298056929806,0.0429646882668552,0.0605215679842546,0.0592592592592593,0.0582120582120582,0.0403718715820627,0.0515527950310559,0.0449264590830856,0.0521074571560908,0.0304182509505703,0.0424111525623405,0.0261780104712042,0.084985835694051,0.0359186268277177,0.0546875,0.0511896693183034,0.0393504059962523,0.0639877672470796,0.0495291902071563,0.069606382046112,0.0321704616670148,0.0652228657768824,0.0584401996831375,0.107753338733462
"Nusap1",0.123709649284954,0.0696161353285621,0.0507591545102709,0.040527359113936,0.0444280805105547,0.0292537180316172,0.0561893896177981,0.0472452830188679,0.0171990171990172,0.06,0.0196850393700787,0.0609284332688588,0.0280255544840887,0.0530546623794212,0.0670103092783505,0.0793585795715128,0.0422083403680567,0.0752688172043011,0.0577836703126726,0.0512249767225326,0.0849645084964508,0.0690429646882669,0.0177136296539282,0.0376984126984127,0.0384615384615385,0.073634433507045,0.0494133885438233,0.0689250508527617,0.0671607225567392,0.0430925221799747,0.0329864519929315,0.0429319371727749,0.0084985835694051,0.0239987285441831,0.03125,0.0531873149502372,0.00562148657089319,0.0765098082433326,0.0367231638418079,0.0436866251716782,0.0405264257363693,0.0808360614454797,0.0726093324963381,0.194903109227989
"Oas1a/g",0.396604018213959,0.0447299934938191,0.0867073533789818,0.0771530159529279,0.0870152184585174,0.0468795290864902,0.193097547062179,0.149283018867925,0.0466830466830467,0.1025,0.0354330708661417,0.102514506769826,0.04649831243973,0.0659163987138264,0.0515463917525773,0.243071480049794,0.128279588046598,0.032258064516129,0.293558722793062,0.155624418063315,0.464472646447265,0.41779312065882,0.0757749712973594,0.0898148148148148,0.077962577962578,0.120214887730811,0.220841959972395,0.191812705366922,0.0666975451597962,0.0513307984790875,0.175535048105242,0.0963350785340314,0.0821529745042493,0.0303560076287349,0.09375,0.164306353226554,0.0649594003747658,0.27806094335464,0.110922787193974,0.0717103532918383,0.0779193649467307,0.101233946109292,0.150240636116342,0.658545703782167
"Oas2",0.1750138635411,0.0371394491433528,0.0506103006847276,0.04962084264183,0.061119293078056,0.0265111819661531,0.0507701083856246,0.0965534591194969,0.0171990171990172,0.005,0.0108267716535433,0.0106382978723404,0.0395371263259402,0.0192926045016077,0.0399484536082474,0.0688429535477953,0.0681749113624852,0,0.123411777704121,0.0956412942271881,0.120671112067111,0.141288524726532,0.0754469411185829,0.0506613756613757,0.027027027027027,0.0719616547642025,0.100069013112491,0.0697269597872008,0.0525706345530338,0.0481622306717364,0.0753976045552719,0.0450261780104712,0.0538243626062323,0.0205022250476796,0.0390625,0.126279741732958,0.0374765771392879,0.130165858496804,0.0694915254237288,0.0345986382630548,0.0701900981825778,0.0977083857970285,0.120258272800646,0.243379649822419
"Oas3",0.208036427918698,0.021036651485578,0.0388508484668056,0.0311821528586262,0.0613647520864016,0.0247943097950902,0.0747290359383913,0.0724025157232704,0.0368550368550369,0.015,0.0118110236220472,0.0222437137330754,0.0205520732883317,0.0144694533762058,0.029639175257732,0.101700190001966,0.052844842140807,0.00537634408602151,0.119102861562258,0.0858647579143389,0.149996414999642,0.159797030320675,0.0603575528948663,0.0416666666666667,0.0405405405405405,0.0963456218233288,0.0832988267770877,0.0706853387576279,0.0460861509958314,0.0380228136882129,0.0539956803455724,0.11413612565445,0.0226628895184136,0.0119198982835346,0.0546875,0.0657439446366782,0.0405996252342286,0.134587833370068,0.0591337099811676,0.0338680926916221,0.0515980781282641,0.100478468899522,0.0986159686724658,0.298492117888965
"Oasl1",0.110908328798936,0.0280850140967252,0.0404138136350104,0.0448695761618577,0.062960235640648,0.0272023902428148,0.0444951511694238,0.0890566037735849,0.0221130221130221,0.045,0.0236220472440945,0.0125725338491296,0.029291224686596,0.0176848874598071,0.029639175257732,0.0553626416825002,0.0603072767178795,0,0.0994365263506795,0.0687558193668529,0.0760020076002008,0.148109636900553,0.0516647531572905,0.0623015873015873,0.0280665280665281,0.056359776104999,0.111801242236025,0.0603387576279143,0.0412227883279296,0.0361216730038023,0.0649911643432162,0.0146596858638743,0.0736543909348442,0.0244755244755245,0,0.0885741804302073,0.0224859462835728,0.076358276394093,0.0542372881355932,0.0459074837088338,0.0589095466889492,0.0518761017375976,0.0793650793650794,0.159968430016408
"Olfm4",0.0389090369460116,0.00910865322055953,0.0151086632926466,0.0159529278499733,0.0363279332351497,0.0164775134339673,0.0193953223046207,0.0134339622641509,0.0171990171990172,0,0.0118110236220472,0.0203094777562863,0.0133498071359691,0.0128617363344051,0.0154639175257732,0.0188691607154557,0.0156339692723282,0.00537634408602151,0.0197768202408574,0.0207023975791434,0.0339858033985803,0.015389094538951,0.0203378710841397,0.0116402116402116,0.00311850311850312,0.0202341890239979,0.0173222912353347,0.0170356751682053,0.0182955071792497,0.0107731305449937,0.0139407029255841,0.0178010471204188,0.0141643059490085,0.0100127145581691,0,0.022366496628973,0.00437226733291693,0.0263665417676879,0.0180790960451977,0.0324654451944712,0.0112805514936286,0.0120876353563334,0.0237945774668939,0.0502315824454275
"Olr1",0.0390105727399825,0.0110062893081761,0.0268681155105686,0.0230640948994682,0.0432007854688267,0.0184842471404045,0.0233884768967484,0.0377358490566038,0.00737100737100737,0.02,0.0118110236220472,0.0290135396518375,0.0191357280617165,0.0241157556270096,0.0128865979381443,0.0196226167856909,0.035860205976701,0,0.0249696166169484,0.0503229748603352,0.0296838029683803,0.022459759597388,0.0218140068886338,0.0162698412698413,0.0249480249480249,0.0359969117930901,0.0307108350586611,0.0225512439367861,0.0224641037517369,0.0285171102661597,0.0237580993520518,0.0350785340314136,0.0113314447592068,0.0152574698029243,0,0.0423072807048835,0.0137414116177389,0.0342186466828301,0.0248587570621469,0.0242541129715672,0.0357217463964905,0.0385293376983128,0.0472005500254088,0.0523293247762062
"Osm",0.133196737316487,0.0329646497505964,0.0491217624292944,0.0510053176426167,0.0938880706921944,0.0405248723494392,0.0573302909298346,0.0910691823899371,0.0737100737100737,0.015,0.0177165354330709,0.0164410058027079,0.0399590163934426,0.0530546623794212,0.0528350515463918,0.0684007075935268,0.0750633125105521,0.032258064516129,0.0667329576842338,0.126469390130354,0.0628092062809206,0.0493698789668511,0.0767590618336887,0.0984126984126984,0.0665280665280665,0.111400630508911,0.10703933747412,0.0567203880456892,0.0736452061139416,0.0475285171102662,0.0543883762026311,0.119371727748691,0.0651558073654391,0.0225683407501589,0.0078125,0.114400884671637,0.134915677701437,0.113042759532731,0.0662900188323917,0.0775547178633003,0.0940045957802381,0.0866280533870562,0.128688010043942,0.171350239890336
"Osmr",0.0512261097992455,0.0178377792235957,0.0196487049717178,0.0302381926308172,0.0309278350515464,0.0178933755490646,0.0131203650884199,0.0212327044025157,0.00491400491400491,0.0025,0.0167322834645669,0.0154738878143133,0.0328170202507232,0.00964630225080386,0.0115979381443299,0.0219812618751228,0.0201249366874894,0.010752688172043,0.0207711855043642,0.0198731378026071,0.0498315049831505,0.0296967932454353,0.0165655240282106,0.0152116402116402,0.0166320166320166,0.0202341890239979,0.0147688060731539,0.0253677045845721,0.0155164427975915,0.0133079847908745,0.0147260946397016,0.0146596858638743,0.0084985835694051,0.0138270820089002,0,0.0242214532871972,0.0156152404747033,0.0343013004187789,0.0137476459510358,0.025276876771573,0.0238144975976603,0.0105766809367917,0.0202074552357038,0.0699524373273517
"P2rx5",0.0466491886248669,0.0325309043591412,0.0168204822863948,0.0254239954689909,0.0267550319096711,0.0293986487993043,0.0231032515687393,0.0322012578616352,0.0122850122850123,0.015,0.0216535433070866,0.0154738878143133,0.0223601735776278,0.0209003215434084,0.0180412371134021,0.0210967699665859,0.0280938713489786,0,0.0177880897138438,0.033068552141527,0.0274611027461103,0.0186332820363515,0.0231261276037395,0.028042328042328,0.0197505197505198,0.0285659139162324,0.0208419599723948,0.019460960726021,0.0250115794349236,0.0228136882129278,0.018849401138818,0.00837696335078534,0,0.0185950413223141,0.015625,0.0348161095851318,0.0181136789506558,0.0349212034383954,0.0156308851224105,0.0357675111773472,0.0252767913097974,0.0211533618735835,0.0334200221205871,0.0616341620454026
"Parp1",0.0554880096641248,0.0403383214053351,0.0593926763917833,0.0395519335452,0.0499509081983309,0.0645722312649111,0.0270964061608671,0.0465911949685535,0.0196560196560197,0.05,0.0275590551181102,0.0309477756286267,0.0420081967213115,0.0273311897106109,0.0335051546391753,0.0360348555329883,0.0516967752827959,0,0.0465141973262623,0.0591247672253259,0.0461748046174805,0.0368506425986774,0.0332950631458094,0.0376984126984127,0.0239085239085239,0.0309785755645628,0.0457556935817805,0.0381004537631044,0.0342751273737842,0.0373891001267427,0.0414294129196937,0.043455497382199,0.0084985835694051,0.0556261919898284,0.046875,0.0525095423251168,0.0293566520924422,0.0477463081331276,0.0222222222222222,0.0592034131089097,0.0359306454982244,0.0453286325862503,0.0487848623441844,0.0800880636384406
"Pcna",0.293802932041312,0.14622641509434,0.143718368562072,0.109499386425852,0.099779086892489,0.0926107605520747,0.145179691956646,0.137006289308176,0.16953316953317,0.0925,0.159448818897638,0.178916827852998,0.0869093539054966,0.128617363344051,0.221649484536082,0.205644368734849,0.128178288029715,0.306451612903226,0.167605789415534,0.155086126629423,0.226500322650032,0.163706692176517,0.0626537641463015,0.126587301587302,0.0852390852390852,0.205623110081709,0.145272601794341,0.160029729306838,0.195460861509958,0.131812420785805,0.114667190261143,0.216230366492147,0.0963172804532578,0.0936109345200254,0.0234375,0.148824599579068,0.070580886945659,0.196770994048931,0.0879472693032015,0.111189035972064,0.119908084395237,0.180810878871821,0.217230143783816,0.444856377344383
"Pdcd1",0.0770552536962934,0.0149642160052049,0.0174903245013397,0.021270570466631,0.0316642120765832,0.0279604896430244,0.0767256132344552,0.0366289308176101,0.00491400491400491,0.01,0.0177165354330709,0.0125725338491296,0.0238066538090646,0.0160771704180064,0.0193298969072165,0.0523160584419839,0.0265406044234341,0.00537634408602151,0.0246381615291128,0.0399790502793296,0.0467484046748405,0.0286153974129684,0.0375594554699032,0.0321428571428571,0.0114345114345114,0.101267451585923,0.0241545893719807,0.029592395556251,0.0222325150532654,0.0209125475285171,0.0290594934223444,0.0335078534031414,0.0056657223796034,0.0179593134138589,0.0078125,0.0373845111119038,0.0193628981886321,0.0353482477407979,0.0186440677966102,0.043949621577394,0.0292458742427408,0.0322336942835558,0.071234268974382,0.0996843001640808
"Pdcd1lg2",0.0592552479686332,0.016048579483843,0.0199464126228044,0.028413202857053,0.0368188512518409,0.0174808802871859,0.026811180832858,0.0609811320754717,0.00982800982800983,0.0025,0.0108267716535433,0.0154738878143133,0.0199795081967213,0.0289389067524116,0.0219072164948454,0.0329718928126843,0.0420732736788789,0,0.0468456524140979,0.0909712523277467,0.0342726034272603,0.0245393669675165,0.0398556667213384,0.0408730158730159,0.027027027027027,0.0705783954191598,0.0793650793650794,0.0378657487091222,0.0370541917554423,0.0329531051964512,0.057137247202042,0.0225130890052356,0.0084985835694051,0.012396694214876,0,0.0613919309385367,0.0399750156152405,0.0571550584086401,0.0448210922787194,0.0283743899944479,0.0419887194485064,0.0418030722739864,0.0449287059456551,0.0805865370635761
"Pdgfa",0.0939596616514927,0.0299826501843418,0.0282822268532301,0.0359963500204525,0.0422189494354443,0.030580391981984,0.0319452367370223,0.0331069182389937,0.00491400491400491,0.015,0.0492125984251969,0.034816247582205,0.0271817743490839,0.0128617363344051,0.0128865979381443,0.0398512743235275,0.0278575046429174,0.010752688172043,0.0306043531101536,0.0316428072625698,0.0691905069190507,0.0425903589402321,0.0149253731343284,0.0374338624338624,0.0114345114345114,0.0264427716657016,0.0339544513457557,0.03039430449069,0.0201482167670218,0.0133079847908745,0.025525230708816,0.0157068062827225,0,0.0437062937062937,0.03125,0.031712624406949,0.0156152404747033,0.0524162442142385,0.0256120527306968,0.0346863037316268,0.0133695425109672,0.017124150088139,0.0347353002720234,0.131140050262737
"Pdgfb",0.0722101738865559,0.0390913034049013,0.020690681750521,0.102388219376357,0.0487236131566028,0.0401681196905171,0.0390758699372504,0.0550440251572327,0.0343980343980344,0.0175,0.0137795275590551,0.0145067698259188,0.0320636451301832,0.0144694533762058,0.0193298969072165,0.0376072855926096,0.043896673982779,0.0268817204301075,0.0402165506573859,0.0733094739292365,0.0403671040367104,0.0322755063843946,0.043956043956044,0.0582010582010582,0.0717255717255717,0.0711896030367368,0.0477570738440304,0.0362228133312471,0.0333487725798981,0.0291508238276299,0.0408403691341056,0.037696335078534,0.0056657223796034,0.0316274634456453,0.0078125,0.0602860913922877,0.0249843847595253,0.0571412827859819,0.0322033898305085,0.053096052131732,0.0185920200543138,0.0601863510450768,0.0519235942964757,0.0962780650923214
"Pdgfc",0.0218327991856309,0.00715679895901106,0.00930336409645728,0.00836978068657374,0.0130093274423171,0.0115052732502397,0.00912721049629207,0.0120754716981132,0.00245700245700246,0.005,0.0137795275590551,0.011605415860735,0.0106979267116683,0.00803858520900321,0.0077319587628866,0.0132837581078425,0.0127300354550059,0.00537634408602151,0.0165727543917799,0.0141701582867784,0.0298989029898903,0.0170527804350539,0.00836476955879941,0.00965608465608466,0.00935550935550936,0.0100366724570546,0.0153209109730849,0.0124980441245501,0.00486336266790181,0.00506970849176172,0.0137443549970548,0.00575916230366492,0.0169971671388102,0.0130324221233312,0.015625,0.0227945635501017,0.0118675827607745,0.0158832929248402,0.0105461393596987,0.0203091668858303,0.00689367035721746,0.0128431125661043,0.0107314740083102,0.0344362057864457
